"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2019년 10월","2,086.23","2,062.44","2,090.01","2,010.90","-","1.12%"
"2019년 9월","2,063.05","1,961.19","2,101.63","1,958.59","8.62B","4.84%"
"2019년 8월","1,967.79","2,015.09","2,032.23","1,891.81","10.47B","-2.80%"
"2019년 7월","2,024.55","2,147.24","2,147.24","2,010.95","11.91B","-4.98%"
"2019년 6월","2,130.62","2,031.03","2,141.27","2,029.17","11.26B","4.35%"
"2019년 5월","2,041.74","2,192.94","2,217.03","2,016.25","11.24B","-7.34%"
"2019년 4월","2,203.59","2,153.31","2,252.05","2,153.31","9.69B","2.94%"
"2019년 3월","2,140.67","2,210.97","2,216.02","2,120.93","6.46B","-2.49%"
"2019년 2월","2,195.44","2,211.93","2,241.76","2,167.36","6.88B","-0.43%"
"2019년 1월","2,204.85","2,050.55","2,222.88","1,984.53","9.46B","8.03%"
"2018년 12월","2,041.04","2,127.78","2,136.64","2,014.28","7.63B","-2.66%"
"2018년 11월","2,096.86","2,035.11","2,136.74","2,023.43","6.98B","3.31%"
"2018년 10월","2,029.69","2,349.64","2,352.11","1,985.95","7.02B","-13.37%"
"2018년 9월","2,343.07","2,317.93","2,356.62","2,264.90","5.43B","0.87%"
"2018년 8월","2,322.88","2,301.17","2,322.88","2,218.09","6.20B","1.20%"
"2018년 7월","2,295.26","2,322.23","2,327.59","2,243.90","7.51B","-1.33%"
"2018년 6월","2,326.13","2,419.63","2,479.56","2,296.39","9.45B","-4.00%"
"2018년 5월","2,423.01","2,515.75","2,516.57","2,399.58","12.82B","-3.67%"
"2018년 4월","2,515.38","2,454.72","2,515.38","2,405.91","10.44B","2.84%"
"2018년 3월","2,445.85","2,406.57","2,508.71","2,374.80","8.08B","0.76%"
"2018년 2월","2,427.36","2,578.91","2,583.74","2,346.73","7.28B","-5.42%"
"2018년 1월","2,566.46","2,474.86","2,607.10","2,465.94","8.25B","4.01%"
"2017년 12월","2,467.49","2,488.92","2,514.61","2,411.48","5.75B","-0.36%"
"2017년 11월","2,476.37","2,535.97","2,561.63","2,474.28","7.47B","-1.86%"
"2017년 10월","2,523.43","2,425.63","2,528.32","2,421.10","5.05B","5.39%"
"2017년 9월","2,394.47","2,367.45","2,429.12","2,314.31","5.84B","1.32%"
"2017년 8월","2,363.19","2,397.12","2,434.47","2,310.20","5.72B","-1.64%"
"2017년 7월","2,402.71","2,397.66","2,453.17","2,372.83","6.23B","0.46%"
"2017년 6월","2,391.79","2,348.31","2,402.80","2,335.63","7.48B","1.89%"
"2017년 5월","2,347.38","2,213.61","2,371.67","2,212.87","7.03B","6.44%"
"2017년 4월","2,205.44","2,166.04","2,217.04","2,117.82","7.73B","2.09%"
"2017년 3월","2,160.23","2,105.19","2,182.42","2,067.68","8.87B","3.28%"
"2017년 2월","2,091.64","2,075.31","2,108.99","2,052.29","7.13B","1.16%"
"2017년 1월","2,067.57","2,022.23","2,091.02","2,015.68","8.42B","2.03%"
"2016년 12월","2,026.46","1,987.48","2,053.46","1,960.65","6.04B","2.17%"
"2016년 11월","1,983.48","2,003.41","2,015.23","1,931.07","6.61B","-1.23%"
"2016년 10월","2,008.19","2,056.94","2,070.43","2,002.29","6.64B","-1.73%"
"2016년 9월","2,043.63","2,022.96","2,073.89","1,991.47","8.85B","0.44%"
"2016년 8월","2,034.65","2,024.71","2,063.09","1,993.00","7.81B","0.92%"
"2016년 7월","2,016.19","1,977.36","2,030.69","1,944.33","8.07B","2.33%"
"2016년 6월","1,970.35","1,976.87","2,035.27","1,892.75","9.82B","-0.66%"
"2016년 5월","1,983.40","1,991.84","1,991.84","1,937.67","9.65B","-0.54%"
"2016년 4월","1,994.15","1,994.77","2,023.77","1,954.11","7.97B","-0.09%"
"2016년 3월","1,995.85","1,944.27","2,009.10","1,935.55","7.75B","4.13%"
"2016년 2월","1,916.66","1,919.62","1,929.53","1,817.97","6.19B","0.24%"
"2016년 1월","1,912.06","1,954.47","1,954.52","1,830.06","7.30B","-2.51%"
"2015년 12월","1,961.31","2,001.51","2,026.33","1,919.22","9.51B","-1.54%"
"2015년 11월","1,991.97","2,033.15","2,056.12","1,942.85","9.00B","-1.85%"
"2015년 10월","2,029.47","1,963.55","2,064.72","1,958.63","13.19B","3.40%"
"2015년 9월","1,962.81","1,934.44","1,996.47","1,868.48","10.05B","1.10%"
"2015년 8월","1,941.49","2,026.25","2,038.41","1,800.75","8.37B","-4.37%"
"2015년 7월","2,030.16","2,077.27","2,110.81","1,983.78","13.37B","-2.12%"
"2015년 6월","2,074.20","2,110.12","2,110.88","2,008.46","9.17B","-1.92%"
"2015년 5월","2,114.80","2,134.51","2,148.70","2,067.99","7.39B","-0.58%"
"2015년 4월","2,127.17","2,035.40","2,189.54","2,024.64","11.58B","4.22%"
"2015년 3월","2,041.03","1,996.72","2,047.13","1,969.13","8.51B","2.78%"
"2015년 2월","1,985.80","1,947.91","1,993.43","1,932.75","5.91B","1.87%"
"2015년 1월","1,949.26","1,914.24","1,964.13","1,876.27","6.85B","1.76%"
"2014년 12월","1,915.59","1,971.95","1,990.04","1,881.73","6.71B","-3.29%"
"2014년 11월","1,980.78","1,959.66","1,994.82","1,923.05","6.30B","0.83%"
"2014년 10월","1,964.43","2,013.47","2,013.47","1,896.54","7.39B","-2.76%"
"2014년 9월","2,020.09","2,067.80","2,072.59","2,007.30","6.54B","-2.34%"
"2014년 8월","2,068.54","2,063.71","2,088.86","2,026.56","6.08B","-0.37%"
"2014년 7월","2,076.12","1,993.29","2,093.08","1,985.53","6.98B","3.69%"
"2014년 6월","2,002.21","1,998.81","2,016.78","1,965.12","4.60B","0.36%"
"2014년 5월","1,994.96","1,966.29","2,022.59","1,934.72","4.29B","1.69%"
"2014년 4월","1,961.79","1,983.78","2,013.09","1,955.15","4.69B","-1.20%"
"2014년 3월","1,985.61","1,967.90","1,989.80","1,913.64","4.97B","0.28%"
"2014년 2월","1,979.99","1,930.09","1,981.15","1,885.53","4.48B","2.00%"
"2014년 1월","1,941.15","2,013.11","2,013.89","1,899.76","5.09B","-3.49%"
"2013년 12월","2,011.34","2,050.45","2,052.88","1,947.44","4.60B","-1.64%"
"2013년 11월","2,044.87","2,037.25","2,050.70","1,963.42","6.10B","0.73%"
"2013년 10월","2,030.09","1,997.62","2,063.28","1,981.21","5.70B","1.66%"
"2013년 9월","1,996.96","1,925.32","2,018.02","1,921.01","5.09B","3.66%"
"2013년 8월","1,926.36","1,916.56","1,939.28","1,838.52","7.04B","0.64%"
"2013년 7월","1,914.03","1,851.57","1,920.60","1,809.72","7.60B","2.72%"
"2013년 6월","1,863.32","1,993.11","2,000.56","1,770.53","5.61B","-6.88%"
"2013년 5월","2,001.05","1,961.67","2,013.29","1,935.57","6.59B","1.89%"
"2013년 4월","1,963.95","2,009.94","2,010.15","1,888.30","7.69B","-2.04%"
"2013년 3월","2,004.89","2,028.55","2,033.89","1,946.05","6.86B","-1.07%"
"2013년 2월","2,026.49","1,964.75","2,030.85","1,928.75","7.31B","3.29%"
"2013년 1월","1,961.94","2,013.74","2,042.48","1,930.37","10.90B","-1.76%"
"2012년 12월","1,997.05","1,937.28","2,006.08","1,928.09","7.15B","3.32%"
"2012년 11월","1,932.90","1,903.57","1,941.84","1,856.81","9.85B","1.09%"
"2012년 10월","1,912.06","1,998.52","2,007.84","1,884.77","10.14B","-4.22%"
"2012년 9월","1,996.21","1,909.06","2,012.74","1,873.49","15.07B","4.78%"
"2012년 8월","1,905.12","1,870.58","1,964.07","1,843.87","9.80B","1.23%"
"2012년 7월","1,881.99","1,864.73","1,896.83","1,758.99","8.28B","1.51%"
"2012년 6월","1,854.01","1,832.08","1,908.19","1,776.85","7.46B","0.57%"
"2012년 5월","1,843.47","1,994.17","2,001.11","1,779.47","10.02B","-6.99%"
"2012년 4월","1,981.99","2,022.42","2,051.80","1,954.01","10.65B","-1.59%"
"2012년 3월","2,014.04","2,041.52","2,057.28","1,966.69","10.43B","-0.80%"
"2012년 2월","2,030.25","1,948.57","2,047.43","1,947.46","13.20B","3.81%"
"2012년 1월","1,955.79","1,831.69","1,973.35","1,810.48","8.60B","7.12%"
"2011년 12월","1,825.74","1,911.50","1,929.18","1,750.60","9.12B","-1.18%"
"2011년 11월","1,847.51","1,891.22","1,932.95","1,766.73","7.83B","-3.22%"
"2011년 10월","1,909.03","1,683.94","1,963.74","1,658.06","7.31B","7.88%"
"2011년 9월","1,769.65","1,887.21","1,928.40","1,644.11","7.69B","-5.88%"
"2011년 8월","1,880.11","2,160.09","2,173.28","1,684.68","9.61B","-11.86%"
"2011년 7월","2,133.21","2,120.03","2,192.83","2,105.24","6.60B","1.55%"
"2011년 6월","2,100.69","2,142.67","2,152.95","2,008.84","5.47B","-1.95%"
"2011년 5월","2,142.47","2,203.09","2,229.09","2,030.68","6.22B","-2.28%"
"2011년 4월","2,192.36","2,107.67","2,231.47","2,081.98","7.72B","4.07%"
"2011년 3월","2,106.70","1,922.38","2,106.74","1,882.09","6.62B","8.63%"
"2011년 2월","1,939.30","2,079.92","2,107.83","1,935.93","5.35B","-6.30%"
"2011년 1월","2,069.73","2,063.69","2,121.06","2,054.83","8.20B","0.91%"
"2010년 12월","2,051.00","1,907.70","2,052.97","1,904.71","8.78B","7.68%"
"2010년 11월","1,904.63","1,889.57","1,976.46","1,875.34","7.77B","1.15%"
"2010년 10월","1,882.95","1,872.39","1,924.61","1,837.08","7.79B","0.54%"
"2010년 9월","1,872.81","1,751.96","1,873.79","1,748.30","6.32B","7.46%"
"2010년 8월","1,742.75","1,771.38","1,797.42","1,716.86","7.29B","-0.94%"
"2010년 7월","1,759.33","1,687.00","1,778.72","1,650.30","8.05B","3.59%"
"2010년 6월","1,698.29","1,634.55","1,741.48","1,618.57","7.10B","3.48%"
"2010년 5월","1,641.25","1,735.68","1,740.15","1,532.68","7.58B","-5.76%"
"2010년 4월","1,741.56","1,695.30","1,757.76","1,695.30","9.31B","2.88%"
"2010년 3월","1,692.85","1,612.43","1,705.57","1,608.97","9.20B","6.16%"
"2010년 2월","1,594.58","1,603.87","1,631.71","1,548.78","7.22B","-0.49%"
"2010년 1월","1,602.43","1,681.71","1,723.22","1,595.39","9.20B","-4.77%"
"2009년 12월","1,682.77","1,550.35","1,695.33","1,541.09","7.37B","8.17%"
"2009년 11월","1,555.60","1,543.24","1,630.41","1,519.40","5.91B","-1.59%"
"2009년 10월","1,580.69","1,680.46","1,685.01","1,564.41","7.70B","-5.53%"
"2009년 9월","1,673.14","1,592.29","1,723.17","1,583.11","10.57B","5.11%"
"2009년 8월","1,591.85","1,561.94","1,616.29","1,530.65","10.75B","2.22%"
"2009년 7월","1,557.29","1,386.33","1,559.07","1,377.60","10.66B","12.03%"
"2009년 6월","1,390.07","1,394.92","1,437.76","1,350.31","11.06B","-0.42%"
"2009년 5월","1,395.89","1,386.02","1,436.92","1,315.21","13.63B","1.94%"
"2009년 4월","1,369.36","1,214.06","1,377.82","1,201.71","16.15B","13.52%"
"2009년 3월","1,206.26","1,044.28","1,256.70","992.69","11.49B","13.47%"
"2009년 2월","1,063.03","1,145.87","1,227.73","1,036.67","10.35B","-8.53%"
"2009년 1월","1,162.11","1,132.87","1,228.56","1,085.72","7.23B","3.35%"
"2008년 12월","1,124.47","1,074.00","1,201.14","997.00","10.43B","4.50%"
"2008년 11월","1,076.07","1,117.13","1,217.82","914.02","11.20B","-3.32%"
"2008년 10월","1,113.06","1,453.40","1,458.68","892.16","10.08B","-23.13%"
"2008년 9월","1,448.06","1,453.14","1,503.83","1,366.88","8.27B","-1.78%"
"2008년 8월","1,474.24","1,578.55","1,597.31","1,466.46","4.79B","-7.55%"
"2008년 7월","1,594.67","1,675.70","1,681.45","1,488.75","6.81B","-4.79%"
"2008년 6월","1,674.92","1,848.30","1,853.50","1,669.69","6.32B","-9.56%"
"2008년 5월","1,852.02","1,851.64","1,901.13","1,791.40","5.93B","1.45%"
"2008년 4월","1,825.47","1,701.64","1,831.84","1,694.53","6.14B","7.13%"
"2008년 3월","1,703.99","1,676.30","1,709.31","1,537.53","6.08B","-0.45%"
"2008년 2월","1,711.62","1,645.05","1,739.60","1,619.65","5.77B","5.35%"
"2008년 1월","1,624.68","1,891.45","1,892.50","1,570.87","6.33B","-14.36%"
"2007년 12월","1,897.13","1,907.95","1,972.37","1,808.86","5.45B","-0.47%"
"2007년 11월","1,906.00","2,085.33","2,085.45","1,745.26","7.39B","-7.69%"
"2007년 10월","2,064.85","1,948.78","2,070.86","1,875.23","9.68B","6.08%"
"2007년 9월","1,946.48","1,876.92","1,952.39","1,805.88","6.98B","3.91%"
"2007년 8월","1,873.24","1,920.07","1,928.64","1,626.87","8.62B","-3.11%"
"2007년 7월","1,933.27","1,741.41","2,015.48","1,736.63","10.32B","10.88%"
"2007년 6월","1,743.60","1,712.97","1,813.84","1,707.75","10.04B","2.51%"
"2007년 5월","1,700.91","1,550.39","1,702.01","1,546.60","8.74B","10.29%"
"2007년 4월","1,542.24","1,456.19","1,565.03","1,452.56","7.85B","6.17%"
"2007년 3월","1,452.55","1,407.19","1,459.69","1,375.84","5.81B","2.48%"
"2007년 2월","1,417.34","1,367.07","1,471.04","1,362.04","4.38B","4.20%"
"2007년 1월","1,360.23","1,438.89","1,439.71","1,345.08","4.24B","-5.17%"
"2006년 12월","1,434.46","1,433.40","1,445.51","1,373.03","4.26B","0.16%"
"2006년 11월","1,432.21","1,372.03","1,434.85","1,363.71","5.15B","4.96%"
"2006년 10월","1,364.55","1,370.27","1,380.91","1,303.62","4.81B","-0.50%"
"2006년 9월","1,371.41","1,354.77","1,378.99","1,323.90","5.24B","1.38%"
"2006년 8월","1,352.74","1,296.71","1,361.48","1,277.31","4.51B","4.23%"
"2006년 7월","1,297.82","1,294.57","1,316.12","1,231.05","3.76B","0.21%"
"2006년 6월","1,295.15","1,308.44","1,319.05","1,192.09","4.46B","-1.71%"
"2006년 5월","1,317.70","1,419.64","1,464.70","1,295.47","5.30B","-7.19%"
"2006년 4월","1,419.73","1,362.35","1,458.67","1,361.14","6.89B","4.42%"
"2006년 3월","1,359.60","1,377.46","1,379.30","1,296.78","7.13B","-0.87%"
"2006년 2월","1,371.59","1,390.43","1,398.19","1,299.73","7.21B","-2.02%"
"2006년 1월","1,399.83","1,383.32","1,426.21","1,285.63","10.21B","1.48%"
"2005년 12월","1,379.37","1,295.56","1,383.14","1,288.98","10.33B","6.31%"
"2005년 11월","1,297.44","1,165.77","1,300.88","1,165.31","10.32B","12.03%"
"2005년 10월","1,158.11","1,228.03","1,246.41","1,137.23","9.70B","-5.15%"
"2005년 9월","1,221.01","1,093.47","1,238.72","1,092.14","9.19B","12.71%"
"2005년 8월","1,083.33","1,113.90","1,137.46","1,055.54","9.67B","-2.52%"
"2005년 7월","1,111.29","1,003.56","1,113.43","1,002.38","13.62B","10.23%"
"2005년 6월","1,008.16","964.08","1,010.91","963.78","8.52B","3.91%"
"2005년 5월","970.21","916.48","972.17","910.72","6.67B","6.46%"
"2005년 4월","911.30","963.78","996.90","902.88","8.54B","-5.63%"
"2005년 3월","965.68","1,015.16","1,025.08","946.41","13.03B","-4.52%"
"2005년 2월","1,011.36","930.16","1,011.65","918.44","8.56B","8.43%"
"2005년 1월","932.70","896.00","934.10","866.17","8.29B","4.11%"
"2004년 12월","895.92","874.47","896.10","838.10","6.71B","2.03%"
"2004년 11월","878.06","832.52","891.71","831.32","6.41B","5.18%"
"2004년 10월","834.84","835.50","896.24","801.01","6.81B","-0.03%"
"2004년 9월","835.09","803.51","863.19","801.58","7.21B","3.92%"
"2004년 8월","803.57","730.61","815.05","713.99","6.94B","9.28%"
"2004년 7월","735.34","784.85","792.77","717.77","7.89B","-6.42%"
"2004년 6월","785.79","807.55","820.87","729.06","8.42B","-2.25%"
"2004년 5월","803.84","863.03","876.30","716.95","6.75B","-6.84%"
"2004년 4월","862.84","878.78","939.52","854.39","8.78B","-2.01%"
"2004년 3월","880.50","892.57","910.67","822.05","9.65B","-0.33%"
"2004년 2월","883.42","850.28","890.51","834.70","9.66B","4.12%"
"2004년 1월","848.50","816.26","873.61","813.63","7.63B","4.66%"
"2003년 12월","810.71","796.36","824.26","774.04","9.18B","1.82%"
"2003년 11월","796.18","783.08","818.34","752.14","11.21B","1.77%"
"2003년 10월","782.36","690.47","793.35","688.62","10.16B","12.16%"
"2003년 9월","697.52","763.22","775.88","688.07","8.05B","-8.16%"
"2003년 8월","759.47","718.84","765.27","693.70","9.22B","6.44%"
"2003년 7월","713.52","666.45","724.53","663.35","12.01B","6.51%"
"2003년 6월","669.93","643.93","690.70","632.47","9.80B","5.76%"
"2003년 5월","633.42","600.47","637.19","582.87","9.59B","5.68%"
"2003년 4월","599.35","529.07","627.50","525.51","15.51B","11.88%"
"2003년 3월","535.70","578.50","590.55","512.30","14.94B","-6.90%"
"2003년 2월","575.43","591.88","619.45","561.69","11.62B","-2.78%"
"2003년 1월","591.86","633.03","679.30","581.13","12.59B","-5.69%"
"2002년 12월","627.55","724.99","737.70","613.76","15.69B","-13.42%"
"2002년 11월","724.80","652.34","725.60","643.39","20.69B","10.00%"
"2002년 10월","658.92","637.81","682.81","576.49","22.58B","1.93%"
"2002년 9월","646.42","739.84","755.44","639.74","13.63B","-12.22%"
"2002년 8월","736.40","720.99","753.50","660.94","23.26B","2.56%"
"2002년 7월","717.99","722.58","807.36","688.68","30.55B","-3.33%"
"2002년 6월","742.72","793.53","832.26","699.15","13.00B","-6.74%"
"2002년 5월","796.40","855.41","878.68","794.92","15.25B","-5.45%"
"2002년 4월","842.34","900.47","943.54","829.16","14.74B","-5.94%"
"2002년 3월","895.58","842.21","914.93","815.54","13.13B","9.22%"
"2002년 2월","819.99","757.07","826.60","718.86","10.89B","9.61%"
"2002년 1월","748.07","698.00","787.65","690.36","15.76B","7.84%"
"2001년 12월","693.70","643.61","715.93","631.87","11.60B","7.74%"
"2001년 11월","643.89","540.63","680.91","536.20","16.02B","19.72%"
"2001년 10월","537.81","498.87","550.93","493.12","10.31B","12.12%"
"2001년 9월","479.68","545.02","559.17","463.54","12.16B","-12.00%"
"2001년 8월","545.11","546.30","585.36","542.00","9.65B","0.66%"
"2001년 7월","541.55","593.03","600.51","512.78","5.65B","-9.00%"
"2001년 6월","595.13","615.67","623.37","580.75","7.28B","-2.78%"
"2001년 5월","612.16","586.27","633.16","572.36","11.81B","6.03%"
